id	species	x	y	year
SPECIESLINK_30692	Partamona ferreirai	-65.0666667	-0.5166667	1999
SPECIESLINK_30694	Partamona ferreirai	-62.1833333	-1.3166667	1999
SPECIESLINK_30698	Partamona ferreirai	-65.9833333	-0.3333333	1999
SPECIESLINK_30699	Partamona ferreirai	-65.9666667	-0.3166667	1988
SPECIESLINK_30700	Partamona ferreirai	-60.025	-3.10194	1985
SPECIESLINK_30703	Partamona ferreirai	-67.0892	-0.130278	1981
SPECIESLINK_31694	Partamona ferreirai	-62.9241981506348	-0.974722027778625	NA
SPECIESLINK_32620	Partamona gregaria	-56.783333	-2.883333	1979
SPECIESLINK_32635	Partamona mourei	-60.7833333	-2.8333333	1999
SPECIESLINK_32636	Partamona mourei	-65.0166667	-0.4166667	1999
SPECIESLINK_32637	Partamona mourei	-65.0666667	-0.5166667	1999
SPECIESLINK_32639	Partamona mourei	-61.8666667	-9.7333333	1989
SPECIESLINK_32641	Partamona mourei	-59.85	-2.3833333	1986
SPECIESLINK_32643	Partamona mourei	-62.9833333	-1.6166667	2004
SPECIESLINK_32644	Partamona mourei	-58.8333333	-3.0333333	1990
SPECIESLINK_32648	Partamona mourei	-63.0408	-9.91333	1986
SPECIESLINK_32649	Partamona mourei	-60.025	-3.10194	1980
SPECIESLINK_32660	Partamona mourei	-58.4442	-3.14306	1991
SPECIESLINK_33418	Partamona mourei	-62.9241981506348	-0.974722027778625	NA
SPECIESLINK_33419	Partamona mourei	-65.0192031860352	-0.413888990879059	NA
SPECIESLINK_33422	Partamona mourei	-60.9000015258789	2.4300000667572	1980
SPECIESLINK_33427	Partamona mourei	-61.128101348877	1.81611001491547	1980
SPECIESLINK_33757	Partamona mourei	-48.5043983459473	-1.4558299779892	1998
SPECIESLINK_33912	Partamona nhambiquara	-62.571361	-10.936056	1997
SPECIESLINK_33913	Partamona nhambiquara	-52.353099822998	-14.6732997894287	NA
SPECIESLINK_33916	Partamona nhambiquara	-65.3394012451172	-10.7827997207642	NA
SPECIESLINK_34145	Partamona nhambiquara	-60.1458015441895	-12.7405996322632	1960
SPECIESLINK_34190	Partamona pearsoni	-64.75	-0.4333333	1999
SPECIESLINK_34191	Partamona pearsoni	-66.8333333	-0.2166667	1999
SPECIESLINK_34192	Partamona pearsoni	-66.85	-0.15	1999
SPECIESLINK_34193	Partamona pearsoni	-59.85	-2.3666667	1988
SPECIESLINK_34194	Partamona pearsoni	-68.4211111	-2.3191667	2005
SPECIESLINK_34195	Partamona pearsoni	-67.6139694	-2.7554889	2005
SPECIESLINK_34196	Partamona pearsoni	-67.8721944	-1.8860278	2004
SPECIESLINK_34197	Partamona pearsoni	-65.9833333	-0.4333333	1981
SPECIESLINK_34198	Partamona pearsoni	-60.025	-3.10194	1981
SPECIESLINK_34204	Partamona pearsoni	-44.4153649	-2.4039061	1993
SPECIESLINK_34205	Partamona pearsoni	-44.2829047	-2.53911	1984
SPECIESLINK_34763	Partamona pearsoni	-59.85	-2.383333	NA
SPECIESLINK_34765	Partamona pearsoni	-52.0022010803223	0.895555973052979	NA
SPECIESLINK_34770	Partamona pearsoni	-60.0250015258789	-3.10193991661072	NA
SPECIESLINK_34771	Partamona pearsoni	-65.0192031860352	-0.413888990879059	1980
SPECIESLINK_34853	Partamona pearsoni	-67.0892028808594	-0.130278006196022	NA
SPECIESLINK_34875	Partamona pearsoni	-48.1967010498047	-1.96082997322083	NA
SPECIESLINK_34933	Partamona pearsoni	-48.449194	-1.436222	2018
SPECIESLINK_34999	Partamona subtilis	-67.8099975585938	-9.9747200012207	NA
SPECIESLINK_35001	Partamona subtilis	-68.6568984985352	-9.06556034088135	1994
SPECIESLINK_35004	Partamona testacea	-62.9816667	-1.5702778	1985
SPECIESLINK_35005	Partamona testacea	-58.8333333	-3.0333333	1991
SPECIESLINK_35006	Partamona testacea	-67.6139694	-2.7554889	2005
SPECIESLINK_35007	Partamona testacea	-67.1161667	-1.7539444	2004
SPECIESLINK_35008	Partamona testacea	-67.9299444	-1.9556667	2004
SPECIESLINK_35009	Partamona testacea	-60.1458	-12.7406	1983
SPECIESLINK_35011	Partamona testacea	-60.025	-3.10194	1986
SPECIESLINK_35015	Partamona testacea	-61.9517	-10.8853	1983
SPECIESLINK_35020	Partamona testacea	-65.3394	-10.7828	1988
SPECIESLINK_35021	Partamona testacea	-58.4442	-3.14306	1991
SPECIESLINK_35024	Partamona testacea	-67.81	-9.97472	1994
SPECIESLINK_35033	Partamona testacea	-68.7481	-11.0161	1993
SPECIESLINK_35275	Partamona testacea	-46.3240951	-4.4890121	1996
SPECIESLINK_36875	Partamona testacea	-67.8099975585938	-9.9747200012207	NA
SPECIESLINK_36884	Partamona testacea	-52.0022010803223	0.895555973052979	NA
SPECIESLINK_36889	Partamona testacea	-66.0689010620117	-3.48111009597778	1993
SPECIESLINK_36946	Partamona testacea	-60.0250015258789	-3.10193991661072	1955
SPECIESLINK_37397	Partamona testacea	-47.6199989318848	-1.12889003753662	1993
SPECIESLINK_37484	Partamona testacea	-62.9833333	-1.6166667	2004
SPECIESLINK_37485	Partamona testacea	-66.8333333	-0.2166667	1999
SPECIESLINK_37490	Partamona testacea	-60.7833333	-2.8333333	1999
SPECIESLINK_37492	Partamona testacea	-65.05	-0.4333333	1999
SPECIESLINK_37495	Partamona testacea	-60.7833333	-1.3166667	1999
SPECIESLINK_37510	Partamona testacea	-55.8661	-1.76556	1982
SPECIESLINK_37525	Partamona testacea	-59.4594	-10.1667	1976
SPECIESLINK_39624	Partamona testacea	-65.0192031860352	-0.413888990879059	NA
SPECIESLINK_39739	Partamona testacea	-67.0892028808594	-0.130278006196022	NA
SPECIESLINK_39751	Partamona testacea	-68.8724975585938	-3.37832999229431	1977
SPECIESLINK_39833	Partamona testacea	-64.7114028930664	-3.35417008399963	NA
SPECIESLINK_39848	Partamona testacea	-52.2508010864258	-15.897500038147	1971
SPECIESLINK_39862	Partamona testacea	-52.353099822998	-14.6732997894287	1996
SPECIESLINK_39923	Partamona testacea	-57.752799987793	-6.22221994400024	NA
SPECIESLINK_40973	Partamona testacea	-50.307778	-0.961944	2018
SPECIESLINK_40977	Partamona testacea	-48.7689018249512	-1.88389003276825	2001
SPECIESLINK_40984	Partamona testacea	-48.1521987915039	-2.41888999938965	2012
SPECIESLINK_41012	Plebeia margaritae	-62.4405	-10.921917	1997
SPECIESLINK_41017	Plebeia margaritae	-61.909083	-11.5661	1997
SPECIESLINK_41018	Plebeia margaritae	-64.7114028930664	-3.35417008399963	1997
SPECIESLINK_41020	Plebeia margaritae	-63.9039001464844	-8.76194000244141	1966
SPECIESLINK_41040	Plebeia minima	-66.9333333	-0.1333333	1999
SPECIESLINK_41041	Plebeia minima	-59.9833333	-2.9166667	2001
SPECIESLINK_41042	Plebeia minima	-60.025	-3.10194	1980
SPECIESLINK_41181	Plebeia minima	-51.816667	-7.35	1979
SPECIESLINK_41184	Plebeia minima	-64.80419921875	-3.22082996368408	1993
SPECIESLINK_41252	Plebeia minima	-65.0192031860352	-0.413888990879059	1980
SPECIESLINK_41284	Plebeia minima	-67.0892028808594	-0.130278006196022	1980
SPECIESLINK_41314	Plebeia minima	-64.7114028930664	-3.35417008399963	NA
SPECIESLINK_41315	Plebeia minima	-52.2508010864258	-15.897500038147	1971
SPECIESLINK_41333	Plebeia minima	-52.2566986083984	-15.8900003433228	1971
SPECIESLINK_41336	Plebeia minima	-63.9039001464844	-8.76194000244141	1966
SPECIESLINK_41337	Plebeia minima	-48.5043983459473	-1.4558299779892	NA
SPECIESLINK_41369	Plebeia minima	-48.449194	-1.436222	2018
SPECIESLINK_41379	Plebeia minima	-48.7689018249512	-1.88389003276825	2001
SPECIESLINK_41380	Plebeia minima	-54.933333	-3.033333	2003
SPECIESLINK_41381	Plebeia alvarengai	-60.025	-3.10194	1989
SPECIESLINK_41390	Plebeia alvarengai	-64.56415	-10.3239	1996
SPECIESLINK_41392	Plebeia alvarengai	-54.462683	-10.7586	1996
SPECIESLINK_41393	Plebeia alvarengai	-62.389133	-10.263133	1997
SPECIESLINK_41397	Plebeia alvarengai	-63.9039001464844	-8.76194000244141	1966
SPECIESLINK_41404	Plebeia alvarengai	-48.5043983459473	-1.4558299779892	NA
SPECIESLINK_41409	Plebeia alvarengai	-48.449194	-1.436222	2018
SPECIESLINK_41567	Scaptotrigona bipunctata	-50.4166984558105	-28.6678009033203	2009
SPECIESLINK_41598	Scaptotrigona bipunctata	-51.190299987793	-28.0536003112793	2010
SPECIESLINK_41667	Scaptotrigona bipunctata	-51.9664001464844	-29.5018997192383	2010
SPECIESLINK_41669	Scaptotrigona bipunctata	-54.5581016540527	-28.1408004760742	2011
SPECIESLINK_41679	Scaptotrigona bipunctata	-50.7902984619141	-29.5743999481201	2009
SPECIESLINK_41692	Scaptotrigona bipunctata	-53.9146995544434	-28.3878002166748	2019
SPECIESLINK_41697	Scaptotrigona bipunctata	-51.2299995422363	-30.0331001281738	1989
SPECIESLINK_41699	Scaptotrigona bipunctata	-50.4524993896484	-29.6410999298096	2017
SPECIESLINK_41711	Scaptotrigona bipunctata	-50.5196990966797	-29.8174991607666	2018
SPECIESLINK_41734	Scaptotrigona bipunctata	-50.5835990905762	-29.4480991363525	1998
SPECIESLINK_41782	Scaptotrigona bipunctata	-50.7778015136719	-29.5168991088867	2009
SPECIESLINK_41906	Scaptotrigona bipunctata	-50.9338989257812	-28.5121994018555	2009
SPECIESLINK_41913	Scaptotrigona bipunctata	-51.0233001708984	-30.0811004638672	2011
SPECIESLINK_41921	Scaptotrigona bipunctata	-51.166667	-22.15	NA
SPECIESLINK_41922	Scaptotrigona bipunctata	-70.0310974121094	-4.38305997848511	1977
SPECIESLINK_41955	Scaptotrigona bipunctata	-44.418098449707	-15.2941999435425	1988
SPECIESLINK_41977	Scaptotrigona bipunctata	-46.5614013671875	-21.7877998352051	NA
SPECIESLINK_41983	Scaptotrigona bipunctata	-44.5633010864258	-22.4960994720459	NA
SPECIESLINK_41985	Scaptotrigona bipunctata	-51.4611015319824	-29.6886005401611	1971
SPECIESLINK_42496	Scaptotrigona bipunctata	-52.425556	-29.727778	2002
SPECIESLINK_42505	Scaptotrigona bipunctata	-56.625833	-16.260556	2003
SPECIESLINK_42655	Scaptotrigona fulvicutis	-58.8333333	-3.0333333	1991
SPECIESLINK_42671	Scaptotrigona polysticta	-47.7372	-15.551	2018
SPECIESLINK_42672	Scaptotrigona polysticta	-47.739	-15.5504	2018
SPECIESLINK_42698	Scaptotrigona polysticta	-60.025	-3.10194	2003
SPECIESLINK_42701	Scaptotrigona polysticta	-57.7186	-3.38361	1995
SPECIESLINK_42704	Scaptotrigona polysticta	-67.81	-9.97472	1992
SPECIESLINK_42819	Scaptotrigona polysticta	-46.035885	-7.5330309	2007
SPECIESLINK_42821	Scaptotrigona polysticta	-46.188833	-7.716111	2006
SPECIESLINK_42822	Scaptotrigona polysticta	-44.266667	-6.366667	2009
SPECIESLINK_42842	Scaptotrigona polysticta	-44.2829046	-2.5391099	1989
SPECIESLINK_42994	Scaptotrigona polysticta	-51.15	-22.133333	NA
SPECIESLINK_42995	Scaptotrigona polysticta	-59.75	-18.333333	NA
SPECIESLINK_43001	Scaptotrigona polysticta	-52.2508010864258	-15.897500038147	1971
SPECIESLINK_43004	Scaptotrigona polysticta	-48.3883018493652	-19.9146995544434	1973
SPECIESLINK_43006	Scaptotrigona polysticta	-44.418098449707	-15.2941999435425	1988
SPECIESLINK_43038	Scaptotrigona polysticta	-44.3050003051758	-15.9033002853394	1988
SPECIESLINK_43101	Scaptotrigona polysticta	-63.9039001464844	-8.76194000244141	1966
SPECIESLINK_43113	Scaptotrigona polysticta	-47.554917	-21.479583	2006
SPECIESLINK_43139	Scaptotrigona depilis	-62.7680278	-11.1395556	1997
SPECIESLINK_43140	Scaptotrigona affabra	-62.502617	-10.748433	1996
SPECIESLINK_43141	Scaptotrigona hylaeana	-58.8333333	-3.0333333	1994
SPECIESLINK_43212	Scaptotrigona tubiba	-50.4524993896484	-29.6410999298096	2013
SPECIESLINK_43213	Scaptotrigona tubiba	-50.7778015136719	-29.5168991088867	2008
SPECIESLINK_43233	Scaptotrigona tubiba	-40.4961013793945	-20.3903007507324	NA
SPECIESLINK_43237	Scaptotrigona tubiba	-44.3180999755859	-21.021900177002	1974
SPECIESLINK_43238	Scaptotrigona tubiba	-42.8819007873535	-20.7539005279541	1985
SPECIESLINK_43239	Scaptotrigona tubiba	-34.8630981445312	-7.11499977111816	1998
SPECIESLINK_43240	Scaptotrigona tubiba	-43.7002983093262	-22.2455997467041	2013
SPECIESLINK_43242	Scaptotrigona tubiba	-45.2433013916016	-5.50555992126465	NA
SPECIESLINK_43243	Scaptotrigona tubiba	-48.449194	-1.436222	2018
SPECIESLINK_43387	Scaptotrigona nigrohirta	-62.7666667	-0.3666667	1999
SPECIESLINK_43390	Scaptotrigona nigrohirta	-64.75	-0.4333333	1999
SPECIESLINK_43391	Scaptotrigona nigrohirta	-64.7981	-7.25861	1976
SPECIESLINK_43392	Scaptotrigona nigrohirta	-56.7358	-2.62833	2005
SPECIESLINK_43393	Scaptotrigona nigrohirta	-54.7083	-2.44306	2002
SPECIESLINK_43395	Scaptotrigona nigrohirta	-57.7186	-3.38361	1975
SPECIESLINK_43401	Scaptotrigona nigrohirta	-60.025	-3.10194	1977
SPECIESLINK_43404	Scaptotrigona nigrohirta	-62.5396111	-10.8316944	1997
SPECIESLINK_43405	Scaptotrigona nigrohirta	-64.1266944	-10.4369444	1997
SPECIESLINK_43406	Scaptotrigona nigrohirta	-54.9372	-2.6364	1999
SPECIESLINK_43415	Scaptotrigona postica	-47.7377	-15.5553	2018
SPECIESLINK_43416	Scaptotrigona postica	-47.9175	-15.8342	2018
SPECIESLINK_43430	Scaptotrigona postica	-47.6813	-15.5574	2018
SPECIESLINK_43435	Scaptotrigona postica	-47.5333	-15.4917	2018
SPECIESLINK_43443	Scaptotrigona postica	-47.9233	-15.8269	2018
SPECIESLINK_43447	Scaptotrigona postica	-47.7377	-15.4917	2018
SPECIESLINK_43471	Scaptotrigona postica	-47.8667	-15.95	2009
SPECIESLINK_43622	Scaptotrigona postica	-50.7778015136719	-29.5168991088867	2008
SPECIESLINK_43633	Scaptotrigona postica	-44.233333	-2.55	1985
SPECIESLINK_43638	Scaptotrigona postica	-52.2508010864258	-15.897500038147	1971
SPECIESLINK_43656	Scaptotrigona postica	-44.3050003051758	-15.9033002853394	1988
SPECIESLINK_43738	Scaptotrigona postica	-48.5043983459473	-1.4558299779892	2007
SPECIESLINK_43740	Scaptotrigona postica	-46.9030990600586	-1.07611000537872	2007
SPECIESLINK_43742	Scaptotrigona postica	-42.8018989562988	-5.08916997909546	1983
SPECIESLINK_43743	Scaptotrigona postica	-46.4211006164551	-10.5474996566772	1995
SPECIESLINK_43984	Scaptotrigona postica	-54.6464004516602	-20.4428005218506	2007
SPECIESLINK_44023	Scaptotrigona postica	-48.449194	-1.436222	2018
SPECIESLINK_44267	Scaura amazonica	-62.320083	-10.849317	1997
SPECIESLINK_44269	Scaura amazonica	-48.449194	-1.436222	2019
SPECIESLINK_44270	Scaura latitarsis	-55.749698638916	-15.460599899292	1988
SPECIESLINK_44271	Scaura latitarsis	-62.9833333	-1.6166667	2004
SPECIESLINK_44272	Scaura latitarsis	-58.8333333	-3.0333333	1991
SPECIESLINK_44274	Scaura latitarsis	-65.0166667	-0.4166667	1999
SPECIESLINK_44276	Scaura latitarsis	-67.6139694	-2.7554889	2005
SPECIESLINK_44277	Scaura latitarsis	-58.4442	-3.14306	1991
SPECIESLINK_44278	Scaura latitarsis	-67.0892	-0.130278	1990
SPECIESLINK_44279	Scaura latitarsis	-57.7186	-3.38361	1976
SPECIESLINK_44280	Scaura latitarsis	-60.025	-3.10194	1984
SPECIESLINK_44653	Scaura latitarsis	-67.8099975585938	-9.9747200012207	NA
SPECIESLINK_44654	Scaura latitarsis	-51.9385986328125	-23.4253005981445	2007
SPECIESLINK_44656	Scaura latitarsis	-47.2999992370605	-21.2700004577637	NA
SPECIESLINK_44756	Scaura latitarsis	-48.5043983459473	-1.4558299779892	NA
SPECIESLINK_44765	Scaura latitarsis	-54.929722	-22.196389	2009
SPECIESLINK_44816	Scaura longula	-47.74619	-15.59519	2016
SPECIESLINK_44818	Scaura longula	-58.8333333	-3.0333333	1991
SPECIESLINK_44819	Scaura longula	-64.0083333	3.2997222	1994
SPECIESLINK_44820	Scaura longula	-58.4442	-3.14306	1991
SPECIESLINK_44821	Scaura longula	-55.8661	-1.76556	1982
SPECIESLINK_44822	Scaura longula	-60.1458	-12.7406	1983
SPECIESLINK_44823	Scaura longula	-67.81	-9.97472	1993
SPECIESLINK_44898	Scaura longula	-47.9502983093262	-16.2525005340576	1991
SPECIESLINK_45009	Scaura longula	-52.2566986083984	-15.8900003433228	1971
SPECIESLINK_45010	Scaura longula	-48.2771987915039	-18.9186000823975	2009
SPECIESLINK_45063	Scaura longula	-48.5043983459473	-1.4558299779892	NA
SPECIESLINK_45066	Scaura longula	-48.449194	-1.436222	2018
SPECIESLINK_45114	Schwarziana mourei	-45.9900016784668	-16.5674991607666	2000
SPECIESLINK_45118	Schwarziana mourei	-56.762778	-21.380278	2008
SPECIESLINK_45597	Scaura coccidophila	-67.0892028808594	-0.130278006196022	NA
SPECIESLINK_45599	Scaura coccidophila	-64.7114028930664	-3.35417008399963	NA
SPECIESLINK_45602	Scaura coccidophila	-66.033333	-0.316667	NA
SPECIESLINK_45771	Schwarzula timida	-56.066667	-15.633333	NA
SPECIESLINK_45776	Schwarzula timida	-65.3394012451172	-10.7827997207642	NA
SPECIESLINK_45804	Schwarzula timida	-56.762778	-21.380278	2008
SPECIESLINK_45805	Schwarzula timida	-56.718889	-21.120556	2011
SPECIESLINK_45806	Schwarzula timida	-56.783889	-21.440278	2008
SPECIESLINK_45807	Schwarzula timida	-56.879917	-20.701944	2007
SPECIESLINK_45809	Schwarzula timida	-57.908556	-21.449111	2011
SPECIESLINK_45812	Schwarzula timida	-57.900833	-22.000556	2011
SPECIESLINK_45813	Schwarzula timida	-56.588889	-20.870278	2009
SPECIESLINK_45823	Schwarzula timida	-56.695972	-21.286056	2006
SPECIESLINK_45824	Tetragona clavipes	-47.739	-15.5504	2018
SPECIESLINK_45825	Tetragona clavipes	-47.8667	-15.95	2009
SPECIESLINK_45829	Tetragona clavipes	-47.7246	-15.8778	2018
SPECIESLINK_45830	Tetragona clavipes	-47.649	-15.65	2018
SPECIESLINK_45831	Tetragona clavipes	-47.9175	-15.8342	2018
SPECIESLINK_45833	Tetragona clavipes	-47.7388	-15.5255	2018
SPECIESLINK_45834	Tetragona clavipes	-47.755241	-15.851136	2016
SPECIESLINK_45838	Tetragona clavipes	-47.894614	-15.700242	2016
SPECIESLINK_45842	Tetragona clavipes	-47.638	-15.623	2018
SPECIESLINK_45843	Tetragona clavipes	-47.518	-15.69	2018
SPECIESLINK_45846	Tetragona clavipes	-47.7557	-15.5612	2018
SPECIESLINK_45850	Tetragona clavipes	-47.649	-15.617	2018
SPECIESLINK_45861	Tetragona clavipes	-47.755241	-15.851236	2016
SPECIESLINK_45862	Tetragona clavipes	-47.681	-15.5611	2018
SPECIESLINK_45863	Tetragona clavipes	-47.9328443	-15.9576011	2017
SPECIESLINK_45874	Tetragona clavipes	-47.934552	-15.959694	2014
SPECIESLINK_45883	Tetragona clavipes	-47.721944	-15.528333	2014
SPECIESLINK_45890	Tetragona clavipes	-47.681	-15.5612	2018
SPECIESLINK_46159	Tetragona clavipes	-46.874698638916	-17.2222003936768	1977
SPECIESLINK_46160	Tetragona clavipes	-61.5511111	-2.0465833	1990
SPECIESLINK_46161	Tetragona clavipes	-60.7833333	-2.8333333	1999
SPECIESLINK_46163	Tetragona clavipes	-65.05	-0.4333333	1999
SPECIESLINK_46164	Tetragona clavipes	-66.8405556	0.3046389	2008
SPECIESLINK_46165	Tetragona clavipes	-44.0244	-20.4078	1985
SPECIESLINK_46166	Tetragona clavipes	-60.025	-3.10194	1970
SPECIESLINK_46168	Tetragona clavipes	-67.0892	-0.130278	1990
SPECIESLINK_46169	Tetragona clavipes	-60.1458	-12.7406	1983
SPECIESLINK_46389	Tetragona clavipes	-49.2538986206055	-16.6786003112793	1991
SPECIESLINK_46390	Tetragona clavipes	-46.034763	-1.219664	2014
SPECIESLINK_46392	Tetragona clavipes	-58.00000005	-3.00000002	1988
SPECIESLINK_46393	Tetragona clavipes	-46.280239	-4.476042	1996
SPECIESLINK_46396	Tetragona clavipes	-46.280233	-4.476036	1996
SPECIESLINK_46401	Tetragona clavipes	-44.49035	-6.412315	2012
SPECIESLINK_46404	Tetragona clavipes	-42.87471	-20.743317	2004
SPECIESLINK_46462	Tetragona clavipes	-44.239815	-6.417765	2005
SPECIESLINK_47198	Tetragona clavipes	-62.9241981506348	-0.974722027778625	NA
SPECIESLINK_47206	Tetragona clavipes	-70.0310974121094	-4.38305997848511	1993
SPECIESLINK_47207	Tetragona clavipes	-66.0916976928711	-2.51389002799988	1977
SPECIESLINK_47243	Tetragona clavipes	-66.0689010620117	-3.48111009597778	1993
SPECIESLINK_47327	Tetragona clavipes	-65.0192031860352	-0.413888990879059	1999
SPECIESLINK_47387	Tetragona clavipes	-52.2508010864258	-15.897500038147	1971
SPECIESLINK_47405	Tetragona clavipes	-43.3602981567383	-3.74166989326477	1994
SPECIESLINK_47447	Tetragona clavipes	-44.418098449707	-15.2941999435425	1988
SPECIESLINK_47513	Tetragona clavipes	-44.3050003051758	-15.9033002853394	1988
SPECIESLINK_47529	Tetragona clavipes	-44.3586006164551	-9.07444000244141	1994
SPECIESLINK_47580	Tetragona clavipes	-61.3706016540527	3.65222001075745	1987
SPECIESLINK_47582	Tetragona clavipes	-47.2999992370605	-21.2700004577637	1993
SPECIESLINK_47700	Tetragona clavipes	-48.5043983459473	-1.4558299779892	NA
SPECIESLINK_47755	Tetragona clavipes	-48.449194	-1.436222	2019
SPECIESLINK_47756	Tetragona clavipes	-50.307778	-0.961944	2018
SPECIESLINK_47762	Tetragona clavipes	-47.6199989318848	-1.12889003753662	1993
SPECIESLINK_47766	Tetragona clavipes	-48.504444	-1.455833	1994
SPECIESLINK_47837	Tetragona clavipes	-56.756833	-21.120167	2008
SPECIESLINK_47838	Tetragona clavipes	-56.718889	-21.120556	2011
SPECIESLINK_47839	Tetragona clavipes	-54.818889	-22.223611	2006
SPECIESLINK_47840	Tetragona clavipes	-56.783889	-21.440278	2008
SPECIESLINK_47841	Tetragona clavipes	-56.879917	-20.701944	2007
SPECIESLINK_48065	Tetragona clavipes	-53.861667	-27.265	2003
SPECIESLINK_48067	Tetragona dorsalis	-58.8333333	-3.0333333	1991
SPECIESLINK_48070	Tetragona dorsalis	-67.6139694	-2.7554889	2005
SPECIESLINK_48071	Tetragona dorsalis	-67.9299444	-1.9556667	2004
SPECIESLINK_48072	Tetragona dorsalis	-60.025	-3.10194	1975
SPECIESLINK_48073	Tetragona dorsalis	-67.0892	-0.130278	1990
SPECIESLINK_48079	Tetragona dorsalis	-60.1458	-12.7406	1983
SPECIESLINK_48081	Tetragona dorsalis	-60.6733	2.81972	1993
SPECIESLINK_48082	Tetragona dorsalis	-67.8721944	-1.8860278	2004
SPECIESLINK_48092	Tetragona dorsalis	-76.4597222	-0.4705556	1994
SPECIESLINK_48141	Tetragona dorsalis	-52.2508010864258	-15.897500038147	1971
SPECIESLINK_48150	Tetragona dorsalis	-46.0355987548828	-7.53249979019165	1982
SPECIESLINK_48151	Tetragona dorsalis	-44.3027992248535	-2.52972006797791	1982
SPECIESLINK_48152	Tetragona dorsalis	-48.5043983459473	-1.4558299779892	NA
SPECIESLINK_48328	Tetragona dorsalis	-48.449194	-1.436222	2019
SPECIESLINK_48329	Tetragona essequiboensis	-58.8333333	-3.0333333	1994
SPECIESLINK_48338	Tetragona essequiboensis	-68.95	-3.45	1977
SPECIESLINK_48342	Tetragona essequiboensis	-66.0916976928711	-2.51389002799988	1977
SPECIESLINK_48425	Tetragona goettei	-61.8666667	-9.7333333	1965
SPECIESLINK_48426	Tetragona goettei	-62.7666667	-0.3666667	1979
SPECIESLINK_48427	Tetragona goettei	-58.8333333	-3.0333333	1990
SPECIESLINK_48430	Tetragona goettei	-60.025	-3.10194	1980
SPECIESLINK_48435	Tetragona goettei	-60.1458	-12.7406	1983
SPECIESLINK_48438	Tetragona goettei	-63.0408	-9.91333	1986
SPECIESLINK_48440	Tetragona goettei	-44.0244	-20.4078	1985
SPECIESLINK_48453	Tetragona goettei	-58.4442	-3.14306	1990
SPECIESLINK_48458	Tetragona goettei	-60.6733	2.81972	1993
SPECIESLINK_48461	Tetragona goettei	-67.81	-9.97472	1994
SPECIESLINK_48502	Tetragona goettei	-43.366045	-3.181885	2005
SPECIESLINK_48503	Tetragona goettei	-44.279754	-2.544337	1989
SPECIESLINK_48504	Tetragona goettei	-46.3240951	-4.4890121	1996
SPECIESLINK_48854	Tetragona goettei	-67.8099975585938	-9.9747200012207	NA
SPECIESLINK_48863	Tetragona goettei	-66.0916976928711	-2.51389002799988	1977
SPECIESLINK_48864	Tetragona goettei	-60.0250015258789	-3.10193991661072	NA
SPECIESLINK_48866	Tetragona goettei	-68.8724975585938	-3.37832999229431	1977
SPECIESLINK_48902	Tetragona goettei	-64.7114028930664	-3.35417008399963	1977
SPECIESLINK_48906	Tetragona goettei	-45.6582984924316	-3.96333003044128	NA
SPECIESLINK_48909	Tetragona goettei	-65.3394012451172	-10.7827997207642	NA
SPECIESLINK_49280	Tetragona kaieteurensis	-59.9833333	-2.9166667	1985
SPECIESLINK_49281	Tetragona kaieteurensis	-60.025	-3.10194	2001
SPECIESLINK_49286	Tetragona kaieteurensis	-60.0250015258789	-3.10193991661072	1989
SPECIESLINK_49294	Tetragona quadrangula	-76.4597222	-0.4705556	1999
SPECIESLINK_49297	Tetragona quadrangula	-44.49035	-6.412315	2014
SPECIESLINK_49300	Tetragona quadrangula	-42.822718	-2.775177	2003
SPECIESLINK_49301	Tetragona quadrangula	-58.00000005	-3.00000002	2014
SPECIESLINK_49304	Tetragona quadrangula	-44.865911	-3.498021	1991
SPECIESLINK_49310	Tetragona quadrangula	-44.279754	-2.544337	1989
SPECIESLINK_49311	Tetragona quadrangula	-43.366045	-3.181885	2005
SPECIESLINK_49317	Tetragona quadrangula	-43.361592	-3.740447	1994
SPECIESLINK_49332	Tetragona quadrangula	-43.360477	-3.74258	1994
SPECIESLINK_49426	Tetragona quadrangula	-46.85207	-8.958308	2005
SPECIESLINK_49436	Tetragona quadrangula	-44.239815	-6.417765	2005
SPECIESLINK_49550	Tetragona quadrangula	-51.633333	-1.983333	2014
SPECIESLINK_49614	Tetragona quadrangula	-45.895278	-6.628889	2014
SPECIESLINK_49713	Tetragona quadrangula	-44.8683013916016	-1.82833003997803	2018
SPECIESLINK_49762	Tetragona quadrangula	-52.2508010864258	-15.897500038147	1971
SPECIESLINK_49840	Tetragona quadrangula	-46.138599395752	-5.81943988800049	1982
SPECIESLINK_49899	Tetragona quadrangula	-52.2566986083984	-15.8900003433228	1971
SPECIESLINK_49904	Tetragona quadrangula	-46.9914016723633	-20.9169006347656	1961
SPECIESLINK_49906	Tetragona quadrangula	-42.7299995422363	-17.2856006622314	1989
SPECIESLINK_49936	Tetragona quadrangula	-46.4211006164551	-10.5474996566772	1995
SPECIESLINK_50087	Tetragona quadrangula	-48.504444	-1.455833	1996
SPECIESLINK_50090	Tetragona quadrangula	-48.449194	-1.436222	1994
SPECIESLINK_50091	Tetragona quadrangula	-48.1521987915039	-2.41888999938965	1994
SPECIESLINK_50094	Tetragona truncata	-60.1458	-12.7406	1983
SPECIESLINK_50098	Tetragona truncata	-44.49035	-6.412315	2012
